""gameID"",""roundID"",""playerID"",""vote"",""score"",""batchID""
""01HNYY8N07XFGPCPTE1949ZBQZ"",""01HNYYE7D9WPN54P8N70KGR0KW"",""01HNYY9DFBR2E6H9BW40N3JK29"",""100"",""18"",""01HNYY8MZXAGP5P2EVF1P5PGN0""
""01HNYY8N07XFGPCPTE1949ZBQZ"",""01HNYYE7D9WPN54P8N70KGR0KW"",""01HNYYE0TC13TJQ012M2S9JM9Z"",""77"",""18"",""01HNYY8MZXAGP5P2EVF1P5PGN0""
""01HNYY8N07XFGPCPTE1949ZBQZ"",""01HNYYE7D9WPN54P8N7B12WNYT"",""01HNYY9DFBR2E6H9BW40N3JK29"",""100"",""18"",""01HNYY8MZXAGP5P2EVF1P5PGN0""
""01HNYY8N07XFGPCPTE1949ZBQZ"",""01HNYYE7D9WPN54P8N7B12WNYT"",""01HNYYE0TC13TJQ012M2S9JM9Z"",""77"",""18"",""01HNYY8MZXAGP5P2EVF1P5PGN0""
""01HNYY8N07XFGPCPTE1949ZBQZ"",""01HNYYE7D9WPN54P8N7P6TQ6YD"",""01HNYY9DFBR2E6H9BW40N3JK29"",""30"",""18"",""01HNYY8MZXAGP5P2EVF1P5PGN0""
""01HNYY8N07XFGPCPTE1949ZBQZ"",""01HNYYE7D9WPN54P8N7P6TQ6YD"",""01HNYYE0TC13TJQ012M2S9JM9Z"",""4"",""18"",""01HNYY8MZXAGP5P2EVF1P5PGN0""
